Time,Solar_Power_kW,Wind_Power_kW,Load_Demand_kW,Battery_SOC_percent,Voltage_V,Current_A,Temperature_C,Power_Imbalance,Fault_Label
1/4/2025 5:30,1.78,1.75,3.9,64.8,230.5,11.61,29.2,-0.37,0
1/4/2025 5:45,2.72,1.54,4.8,80,224.2,14.79,34.6,-0.54,0
1/4/2025 6:00,0,1.27,1.62,78.6,229.9,5,32,-0.34,0
1/4/2025 6:15,2.67,2.24,4.76,77.6,232.4,13.65,36,0.15,0
1/4/2025 6:30,2.8,1.45,4.49,76.1,225.9,13.45,32.3,-0.23,0
1/4/2025 6:45,1.4,1.31,3.38,77.7,229,9.05,32.2,-0.67,0
1/4/2025 7:00,3.04,2.16,3.21,75.5,229.2,9.35,33.9,1.99,1
1/4/2025 7:15,1.74,1.85,1.85,58.5,229.9,5.36,31.3,1.74,1
1/4/2025 7:30,1.98,1.91,5.32,73.5,229.7,14.09,31.4,-1.44,1
1/4/2025 7:45,1.65,1.28,2.88,71.2,234.2,8.7,29.3,0.05,0
1/4/2025 8:00,1.47,1.17,4.52,67.3,231.7,13.93,35.2,-1.88,1
1/4/2025 8:15,2.16,1.19,2.25,59.7,233.1,6.78,28.7,1.1,1
1/4/2025 8:30,1.78,1.87,5.16,82.9,227.2,13.46,37.5,-1.51,1
1/4/2025 8:45,1.91,1.43,3.51,78,228.3,11.24,32.4,-0.18,0
1/4/2025 9:00,2.19,1.61,4.65,81.7,230,13.7,29,-0.85,0
1/4/2025 9:15,4.02,1.01,3.7,70.4,232.9,11.13,36.3,1.32,1
1/4/2025 9:30,0.31,1.51,2.3,66.5,230.5,6.48,29.7,-0.48,0
1/4/2025 9:45,0.54,1.89,1.85,77.2,225.8,5.37,40.7,0.58,0
1/4/2025 10:00,1.49,1.65,4.44,75.1,223.8,13.35,29.2,-1.3,1
1/4/2025 10:15,2.81,0.33,3.79,78.1,225.8,11.2,30.6,-0.64,0
1/4/2025 10:30,3.29,2.2,1.6,75.6,231.7,6.08,27.5,3.89,1
1/4/2025 10:45,3.99,1.37,4.5,84.5,230.4,13.9,31.8,0.85,0
1/4/2025 11:00,2.26,1.37,4.92,84.6,234.5,14.62,32.3,-1.29,1
1/4/2025 11:15,3.73,1.46,5.15,57.3,228.5,15.28,30.2,0.05,0
1/4/2025 11:30,2.09,1.24,1.67,83.9,228.8,5,22.9,1.66,1
1/4/2025 11:45,2.04,0.98,2.78,71.3,228.4,7.75,32.7,0.24,0
1/4/2025 12:00,1.75,1.44,3.03,72.5,228.2,10.01,35.9,0.16,0
1/4/2025 12:15,4.27,0.84,3.5,77.5,231.7,11.39,33.2,1.62,1
1/4/2025 12:30,1.32,1.99,1.4,60.3,229.9,5.46,36.1,1.91,1
1/4/2025 12:45,1.94,1.68,2.54,79.8,229.5,9.2,40.7,1.08,1
1/4/2025 13:00,0.82,1.34,3.76,62.8,235.4,11.34,30.6,-1.6,1
1/4/2025 13:15,2.73,1.39,2.09,63.6,231.2,5.8,31.4,2.03,1
1/4/2025 13:30,2.55,1.62,2.56,86.7,234.3,7.06,33.7,1.61,1
1/4/2025 13:45,0,1.83,3.48,87.3,227.8,9.49,39.9,-1.65,1
1/4/2025 14:00,0.9,2.79,3.4,86.1,228,9.5,26.2,0.29,0
1/4/2025 14:15,3.07,1.19,2.77,69.6,232.3,10.48,26.2,1.49,1
1/4/2025 14:30,1.62,2.63,2.44,79.4,229,6.66,32.8,1.8,1
1/4/2025 14:45,2.18,0.17,3.13,70.9,226.8,7.3,34.4,-0.78,0
1/4/2025 15:00,2.81,1.66,2.74,80.4,230,9.28,35.3,1.73,1
1/4/2025 15:15,1.71,1.68,2.64,71.3,229.9,5.53,32.4,0.75,0
1/4/2025 15:30,4.49,2.12,2.97,73.2,231.2,8.51,41,3.63,1
1/4/2025 15:45,4.12,2.09,2.71,64.6,232,6.75,34,3.51,1
1/4/2025 16:00,2.75,1.6,2.33,76.4,227.8,8.14,27.1,2.01,1
1/4/2025 16:15,1.04,1.46,3.48,64.5,229.6,12.84,31.1,-0.98,0
1/4/2025 16:30,0.84,1.41,4.24,68.5,230.5,12.68,30.6,-2,1
1/4/2025 16:45,2.6,1.39,3.31,74.1,231.5,10.15,35.2,0.67,0
1/4/2025 17:00,4.76,1.69,4.41,85.5,230.7,12.37,32.7,2.04,1
1/4/2025 17:15,4.21,1.43,1.31,72.6,225.9,5,29.5,4.33,1
1/4/2025 17:30,2.37,1.33,4.7,83.3,229.3,12.98,28.6,-1,1
1/4/2025 17:45,1.2,0.42,2.42,67.6,229.2,6.2,35.4,-0.79,0
1/4/2025 18:00,1.71,0.25,3.87,70.1,232.4,11.54,34.1,-1.9,1
1/4/2025 18:15,0.75,2.46,4.32,92.1,228.6,14.06,36,-1.11,1
1/4/2025 18:30,2.22,2.13,3.79,83.9,231.4,10.81,29.5,0.56,0
1/4/2025 18:45,3.33,1.56,1.39,81.4,230.1,5,42.5,3.5,1
1/4/2025 19:00,3.63,2.76,3.8,57.8,228.4,11.45,33.3,2.58,1
1/4/2025 19:15,3.05,2.77,3.38,77.4,228.9,9.71,25.4,2.45,1
1/4/2025 19:30,2.15,1.54,4.36,65.3,228.3,13.25,32.3,-0.67,0
1/4/2025 19:45,1.56,0.1,3.81,70.5,229.6,12.36,31.5,-2.15,1
1/4/2025 20:00,1.23,1.38,3.13,82.8,226.3,9.55,36.6,-0.52,0
1/4/2025 20:15,0.13,1.39,2.86,65.3,225.5,9.73,32.8,-1.34,1
1/4/2025 20:30,2.62,1.48,1.85,74.3,229.9,5.72,32.6,2.25,1
1/4/2025 20:45,1.93,1.62,2.59,86.6,233.1,7.49,33.6,0.97,0
1/4/2025 21:00,3.17,2.54,3.72,87.5,229.2,12.23,30.3,1.99,1
1/4/2025 21:15,3.04,2.19,4.9,75.6,224.5,14.56,33.5,0.33,0
1/4/2025 21:30,1.33,2.54,4.77,77.4,231.9,15.34,31.5,-0.9,0
1/4/2025 21:45,0.13,0.68,4.61,82.9,229.5,12.32,33.3,-3.8,1
1/4/2025 22:00,1.54,1.46,4.51,63.4,232.2,13.45,31.8,-1.5,1
1/4/2025 22:15,3.49,2.61,4.31,71.4,232.3,13.94,35.5,1.79,1
1/4/2025 22:30,4.07,1.67,2.41,92.5,229.9,7.87,32.3,3.32,1
1/4/2025 22:45,3.73,1.66,3.7,68.7,239.1,11.49,33.3,1.69,1
1/4/2025 23:00,2.48,1.13,2.44,70.2,232.2,6.62,26.5,1.17,1
1/4/2025 23:15,1.38,3.03,1.29,73.3,236.8,5,30.8,3.13,1
1/4/2025 23:30,0.48,1.94,3.55,100,231.1,11.32,29.6,-1.12,1
1/4/2025 23:45,1.99,1.28,5.48,88.6,234.1,16.02,34.2,-2.21,1
1/5/2025 0:00,1.68,1.07,6.04,59.6,224.2,17.16,33.4,-3.28,1
1/5/2025 0:15,1.98,1.69,4.37,81.8,232.4,12.04,31.4,-0.7,0
1/5/2025 0:30,3.25,1.07,3.87,84.9,232.6,10.21,26.7,0.44,0
1/5/2025 0:45,3.9,1.96,4.43,75.5,225.7,13.13,24.8,1.42,1
1/5/2025 1:00,2.15,1.25,3.97,62.4,232.5,10.89,36.7,-0.58,0
1/5/2025 1:15,3.19,1.89,3,80.7,226.4,9,29,2.08,1
1/5/2025 1:30,1.36,2.71,4.21,43.3,227.8,12.61,36,-0.13,0
1/5/2025 1:45,2.46,2.69,2.99,71.4,232,9.12,22.8,2.16,1
1/5/2025 2:00,4.48,2.09,1.52,67.2,231.5,5.87,27.8,5.05,1
1/5/2025 2:15,1.83,1.91,3.16,77.6,226.7,8.34,27.2,0.58,0
1/5/2025 2:30,2.11,0,2.12,79.4,232.8,7.44,22.8,-0.01,0
1/5/2025 2:45,1.6,0.62,4.11,89.5,231.4,11.11,31.6,-1.88,1
1/5/2025 3:00,2.57,0.78,2.33,83.2,233,5,34.6,1.02,1
1/5/2025 3:15,2.4,1.99,4.07,79.9,233.5,12.43,32.6,0.32,0
1/5/2025 3:30,2.39,0.75,4.37,77,229.8,13.8,31.5,-1.22,1
1/5/2025 3:45,4.03,0.91,3.52,78.5,226.2,10.62,32.7,1.43,1
1/5/2025 4:00,2.47,2.4,2.53,79,229.4,9.24,26.2,2.34,1
1/5/2025 4:15,1.99,1.64,2.05,62.6,227.1,6.38,23.3,1.58,1
1/5/2025 4:30,2.66,1.61,3.98,87.4,227.9,11.64,28.9,0.29,0
1/5/2025 4:45,4.18,1.95,3.16,69,231.6,9.95,32.9,2.97,1
1/5/2025 5:00,2.22,1.27,3.31,73.6,228.8,10.46,33.5,0.18,0
1/5/2025 5:15,3.66,0.69,2.71,83.6,233.5,7.48,30.1,1.64,1
1/5/2025 5:30,1.15,2.11,4.32,57.2,229,13.64,32.1,-1.06,1
1/5/2025 5:45,3.07,3.6,4.21,44.1,231.4,13.5,28.3,2.46,1
1/5/2025 6:00,1.94,2.91,4.46,80.1,231.3,13.1,30.1,0.39,0
1/5/2025 6:15,2.38,1.5,3.82,64.7,226.6,11.96,31.2,0.07,0
1/5/2025 6:30,3.09,0.86,5.35,58.2,228.3,14.46,27.4,-1.4,1
1/5/2025 6:45,2.25,2.29,3.47,70.4,231.7,9.89,35.9,1.08,1
1/5/2025 7:00,2.07,0.36,2.86,86.4,224.5,6.04,28.9,-0.43,0
1/5/2025 7:15,3.93,1.41,2.93,65.9,231,9.42,34,2.41,1
1/5/2025 7:30,2.69,2.01,2.03,75.8,231.1,5.57,33.4,2.67,1
1/5/2025 7:45,3.43,2.64,4.07,79.2,236.2,11.26,35.2,1.99,1
1/5/2025 8:00,2.82,1.48,4.98,71.4,232.8,15.78,30.3,-0.67,0
1/5/2025 8:15,1.45,1.63,5.01,80.5,230.9,15.84,37.2,-1.94,1
1/5/2025 8:30,1.75,2.54,3.42,76.5,229.6,9.77,36.5,0.87,0
1/5/2025 8:45,0.12,2.43,4.61,78.7,230.4,13.66,31.8,-2.06,1
1/5/2025 9:00,3.37,2.63,4.03,79.9,226.6,12.35,31.2,1.98,1
1/5/2025 9:15,3.16,2.62,6.61,90.1,227.8,22.08,32,-0.82,0
1/5/2025 9:30,1.85,2.27,5.78,74.3,230.6,18.11,29.2,-1.65,1
1/5/2025 9:45,3.22,1.5,5.08,96.1,232.1,13.41,26.5,-0.36,0
1/5/2025 10:00,2.23,1.59,2.1,82,235.4,6.96,39.1,1.72,1
1/5/2025 10:15,3.33,0.68,3.69,66.4,227.9,10.6,29.8,0.32,0
1/5/2025 10:30,1.43,2.06,4.48,87.3,228,12.81,34.7,-1,0
1/5/2025 10:45,2.69,1.22,5.26,82.7,231.3,13.64,33,-1.35,1
1/5/2025 11:00,3.93,1.22,3.89,85.4,232.6,11.1,39.1,1.26,1
1/5/2025 11:15,1.74,1.32,5.04,59.9,228.3,16.23,30.3,-1.98,1
1/5/2025 11:30,3.23,1.88,3.33,65,229.1,9.91,31.3,1.78,1
1/5/2025 11:45,1.48,1.85,2.91,75.8,233.5,9.31,30.6,0.42,0
1/5/2025 12:00,3.2,1.07,2.31,85.2,230.8,6.66,30.3,1.95,1
1/5/2025 12:15,2.52,1.55,2.74,60.9,228.8,7.76,30.7,1.33,1
1/5/2025 12:30,1.91,1.71,5.15,66.1,234.7,14.56,36.8,-1.53,1
1/5/2025 12:45,1.36,1.95,5.81,54.2,228.3,16.88,35.1,-2.5,1
1/5/2025 13:00,3.96,0.67,2.73,69.5,227.7,6.96,26.5,1.89,1
1/5/2025 13:15,3.55,2.96,2.6,84.5,235.4,8.41,30.4,3.91,1
1/5/2025 13:30,1.81,1.55,4.03,70.3,226.6,10.8,30.8,-0.67,0
1/5/2025 13:45,1.35,0.58,3.76,63.7,232.5,11.42,40.9,-1.83,1
1/5/2025 14:00,2.62,2.13,1.91,75.2,227,5.1,32.9,2.83,1
1/5/2025 14:15,2.45,0.99,4.63,77.1,231.9,13.11,38.5,-1.19,1
1/5/2025 14:30,1.2,0.68,4.78,63.4,229.6,15.41,35.6,-2.91,1
1/5/2025 14:45,2.18,1.13,4.86,91.9,236,13.83,30.5,-1.55,1
1/5/2025 15:00,1.52,1.94,2.47,69.9,225,7.8,37.2,0.99,0
1/5/2025 15:15,4.38,1.26,3.83,69.9,226.2,10.83,37.1,1.8,1
1/5/2025 15:30,2.11,1.38,1.34,79.8,228.9,5,28.4,2.15,1
1/5/2025 15:45,2.54,2.16,4.31,62.8,226.6,11.97,36.2,0.4,0
1/5/2025 16:00,3.85,1.2,6.06,70.2,230.7,17.25,25.1,-1.02,1
1/5/2025 16:15,4.05,0.03,4.57,75.4,234,13.89,33,-0.5,0
1/5/2025 16:30,3.25,2.14,3.37,68.7,232.1,10.28,32.5,2.01,1
1/5/2025 16:45,3.39,0.98,4.5,96.4,229.7,14.65,29.5,-0.13,0
1/5/2025 17:00,3.04,2.23,2.3,61.6,234.3,6.05,38.5,2.96,1
1/5/2025 17:15,4.18,2.06,4.71,57.9,231.6,13.75,31.8,1.53,1
1/5/2025 17:30,2.47,1.83,2.33,73.3,233.3,6.28,34.9,1.98,1
1/5/2025 17:45,2.98,2.15,4.12,70.6,224.4,13.11,34.8,1,1
1/5/2025 18:00,5,2.02,3.7,54.9,230.1,11.22,25.7,3.32,1
1/5/2025 18:15,3.19,0.44,5.41,77,228.7,15.24,34.3,-1.78,1
1/5/2025 18:30,2.06,2.02,2.75,86.8,230.9,6.28,33.2,1.33,1
1/5/2025 18:45,2.22,0.61,4.91,78.3,228.4,16.22,33.4,-2.08,1
1/5/2025 19:00,1.07,1.16,2.39,47.6,229.3,6.97,27.7,-0.16,0
1/5/2025 19:15,2.98,1.87,1,72.8,232.1,5,28.4,3.85,1
1/5/2025 19:30,1.77,1.51,3.65,82.7,228.9,11.25,35.5,-0.37,0
1/5/2025 19:45,3.16,2.3,3.2,68.8,226.2,7.88,37.3,2.26,1
1/5/2025 20:00,0.81,1.62,1.8,70.6,232.7,5,35.3,0.63,0
1/5/2025 20:15,0.98,0.99,1.82,61,232.3,5,26.7,0.14,0
1/5/2025 20:30,3.46,2.26,4.97,86.5,233.9,15.42,25.7,0.75,0
1/5/2025 20:45,1.6,0,5.66,72,229.1,16.11,35.2,-4.06,1
1/5/2025 21:00,2.07,2.15,1.99,87.1,231.7,5.53,31.1,2.23,1
1/5/2025 21:15,3.91,1.91,4.43,66.5,236.4,13.15,31.3,1.38,1
1/5/2025 21:30,4.23,1.44,2.83,64.9,222.6,9.35,41.1,2.84,1
1/5/2025 21:45,2.2,1.39,4.32,100,230,12.77,37.7,-0.73,0
1/5/2025 22:00,0.46,1.52,1.68,65.5,227.3,5,28.2,0.3,0
1/5/2025 22:15,2.79,1.41,3.8,75.3,231.7,11.56,24.3,0.4,0
1/5/2025 22:30,2.23,1.97,5.16,51,230.6,14.47,32.3,-0.96,0
1/5/2025 22:45,1.85,1.37,4.92,72.3,225.9,14.83,32.7,-1.7,1
1/5/2025 23:00,3.2,0.78,3.72,84.1,226.9,11.25,26.9,0.26,0
1/5/2025 23:15,3.49,1.97,3.83,85.1,227.7,11.63,32.1,1.63,1
1/5/2025 23:30,3.06,1.3,2.15,92,228.9,6.27,31.4,2.21,1
1/5/2025 23:45,2.59,0.24,3.42,67.7,230.6,11.1,29.3,-0.58,0
1/6/2025 0:00,1.36,1.89,4.67,68.4,230.3,13.98,30.8,-1.43,1
1/6/2025 0:15,2.71,1.15,4.69,58.6,227.1,15.36,33.3,-0.83,0
1/6/2025 0:30,3.01,2.08,3.8,67.1,228.1,12.82,32.9,1.3,1
1/6/2025 0:45,2.04,2.59,5.75,72.6,235.1,17.44,31.4,-1.12,1
1/6/2025 1:00,2.74,1.35,4.79,86.3,227.4,15.98,27.2,-0.71,0
1/6/2025 1:15,2.99,1.18,1.32,68.1,226.5,5.35,38.2,2.85,1
1/6/2025 1:30,2.22,1.92,1.97,89,223.5,6.47,29,2.18,1
1/6/2025 1:45,4.28,1.85,5.38,89.4,231.9,17.85,26.3,0.74,0
1/6/2025 2:00,1.66,0.97,2.65,72.7,222.6,8.73,35.9,-0.02,0
1/6/2025 2:15,0.79,2.3,3.02,53.5,229.1,8.23,29.4,0.07,0
1/6/2025 2:30,3.54,1.22,1.66,79.3,228.2,5.48,35.4,3.09,1
1/6/2025 2:45,2.25,0.33,2.72,80.1,224.4,7.85,35.6,-0.13,0
1/6/2025 3:00,1.96,1.53,3.45,65.9,230.1,9.86,31.3,0.05,0
1/6/2025 3:15,2.37,0.8,4.5,74.6,233.7,12.77,31.1,-1.33,1
1/6/2025 3:30,4.03,0.4,4.7,79.5,228.8,14.87,34.8,-0.27,0
1/6/2025 3:45,3.48,1.55,0.91,80.4,228.1,5,27.3,4.12,1
1/6/2025 4:00,1.67,1.57,5.87,88.9,229.6,17.56,37.9,-2.63,1
1/6/2025 4:15,2.54,1.43,3.75,74,227,13.92,36.8,0.23,0
1/6/2025 4:30,2.41,1.18,3.15,82.1,230.6,10.2,31.5,0.43,0
1/6/2025 4:45,3.64,0.13,3.95,67.8,222.5,12.37,34.5,-0.17,0
1/6/2025 5:00,0.74,1.68,4.14,89.1,229.1,12.86,29.9,-1.72,1
1/6/2025 5:15,2.29,0.6,3.04,59.4,231.9,9.39,30.1,-0.16,0
1/6/2025 5:30,3.24,1.62,3.95,62.8,232.6,11.17,24.8,0.91,0
1/6/2025 5:45,1.87,1.19,2.3,81.6,228.7,8.13,32.8,0.75,0
1/6/2025 6:00,2.86,0.66,3.79,84.7,232.7,11.04,39.1,-0.27,0
1/6/2025 6:15,1.49,2.98,1.1,74.6,236.7,5,25.5,3.37,1
1/6/2025 6:30,1.96,1.57,3.13,70.8,228.2,9.13,32.6,0.4,0
1/6/2025 6:45,2.66,0.53,1.55,75.8,225.7,5,37.6,1.65,1
1/6/2025 7:00,1.48,2.16,2.14,81.5,228.9,5,30.5,1.5,1
1/6/2025 7:15,3.12,2.51,3.79,78.3,232.4,9.3,41,1.84,1
1/6/2025 7:30,1.66,1.13,4.14,72.3,231.6,9.97,25.7,-1.35,1
1/6/2025 7:45,2.17,0.78,3.99,81.5,225.8,12.38,20,-1.04,1
1/6/2025 8:00,3.14,1.15,4.3,54.7,227.5,13.84,35,-0.01,0
1/6/2025 8:15,4.3,0,3.51,74.8,228.6,9.1,28.1,0.79,0
1/6/2025 8:30,1.74,1.88,3.65,63.9,227,12.7,37.1,-0.03,0
1/6/2025 8:45,2.66,0.07,4.63,65.5,235.8,14.92,32.9,-1.91,1
1/6/2025 9:00,2.53,1.09,3.96,76.2,225.9,10.69,35,-0.34,0
1/6/2025 9:15,1.36,2.02,3.46,75.3,229.4,12.64,31.8,-0.08,0
1/6/2025 9:30,2.17,2.66,3.32,81.8,228.1,9.93,29.7,1.51,1
1/6/2025 9:45,3.02,1.09,3.43,82.3,232.2,10.62,31.3,0.67,0
1/6/2025 10:00,3.09,0.6,0.5,61.3,230,5,31.7,3.19,1
1/6/2025 10:15,3.78,0.97,2.32,92.3,228.9,6.93,32.6,2.43,1
1/6/2025 10:30,3.93,1.69,2.93,73.4,229.6,8.08,32.3,2.69,1
1/6/2025 10:45,2.77,1.04,4.36,69.6,232.7,12.81,33.7,-0.55,0
1/6/2025 11:00,3.85,1.67,2.58,79.7,227.8,6.45,24.7,2.94,1
1/6/2025 11:15,0.74,1.94,3.16,70.2,235.7,7.55,36.6,-0.47,0
1/6/2025 11:30,2.38,1.62,6.19,70.5,233.3,19.91,28.2,-2.19,1
1/6/2025 11:45,1.41,1.69,0.89,86.3,231.3,5,32.4,2.2,1
1/6/2025 12:00,3.22,2.79,3.47,93.8,232.4,11.63,30.2,2.54,1
1/6/2025 12:15,2.49,1.71,0.66,79,227.3,5,27.6,3.54,1
1/6/2025 12:30,1.03,2.41,3.5,54.9,223,10.12,34.9,-0.06,0
1/6/2025 12:45,4.21,0.45,3.48,72.6,229.8,10.95,33.4,1.17,1
1/6/2025 13:00,0.93,1.94,7,75.4,225.3,19.95,31,-4.14,1
1/6/2025 13:15,2.58,1.19,3.33,71.7,231,10.38,35,0.44,0
1/6/2025 13:30,2.07,1.97,3.12,78.3,234.2,10.58,34,0.91,0
1/6/2025 13:45,2.11,1.51,4.96,76.2,227.1,14.72,31.2,-1.34,1
1/6/2025 14:00,2.1,0,3.66,62.8,229.1,12.17,27.9,-1.56,1
1/6/2025 14:15,3.52,1.96,5.42,53.4,230.8,15.36,35.3,0.06,0
1/6/2025 14:30,3.07,3.16,4.6,79.4,233.1,16.46,27.6,1.63,1
1/6/2025 14:45,0.51,1.17,2.59,72.9,229.4,8.32,27.7,-0.91,0
1/6/2025 15:00,1.1,2.61,4.17,71.8,230,10.81,29.1,-0.46,0
1/6/2025 15:15,3.95,1.77,4.44,70.4,230,12.89,31.1,1.28,1
1/6/2025 15:30,2.72,1.71,2,72.5,229.4,7.95,28.2,2.43,1
1/6/2025 15:45,3.74,1.8,2.94,91.3,228.8,8.87,37.3,2.61,1
1/6/2025 16:00,1.85,2.1,1.26,59.7,225.9,5,32.9,2.69,1
1/6/2025 16:15,3.72,1.64,2.12,77.8,230.3,5,25.3,3.24,1
1/6/2025 16:30,2.18,1.15,1.8,62.2,235.6,5.66,39.6,1.53,1
1/6/2025 16:45,1.53,2.11,1.27,65.7,222.7,5,33.9,2.37,1
1/6/2025 17:00,3.71,2.82,3.92,73.4,235.9,13.02,41.9,2.61,1
1/6/2025 17:15,2.77,1,4.62,83.3,238.4,13.18,33.2,-0.85,0
1/6/2025 17:30,5,1.62,0.56,72.6,225.4,5,27.5,6.06,1
1/6/2025 17:45,1.57,1.47,3.9,59.6,230.8,13.38,30.8,-0.87,0
1/6/2025 18:00,3.45,1.56,1.98,69.3,228.4,6.22,32.8,3.03,1
1/6/2025 18:15,3.63,1.53,4.07,81.7,229,13,27.8,1.09,1
1/6/2025 18:30,3.87,0.58,2.36,69.9,230.1,8.61,32.4,2.08,1
1/6/2025 18:45,2.57,0.42,2.96,74.5,230.5,7.69,35.1,0.04,0
1/6/2025 19:00,2.6,1.58,4.65,63.5,238.4,13.99,30.8,-0.47,0
1/6/2025 19:15,2.22,1.17,3.17,76.7,232.1,10.15,26.2,0.22,0
1/6/2025 19:30,1.7,2.4,3.9,85.4,223.8,11.46,34.2,0.2,0
1/6/2025 19:45,4.15,0,4.06,61,228.6,13.09,33.2,0.09,0
1/6/2025 20:00,4.11,1.54,3.83,73.6,232.8,12.75,32.2,1.82,1
1/6/2025 20:15,2.69,0.95,3.97,58.8,235.9,12.44,29.3,-0.33,0
1/6/2025 20:30,0.65,2.09,5.16,75.7,231.2,15.72,30.1,-2.41,1
1/6/2025 20:45,3.43,1.08,3.35,81.9,231.3,11.07,32.8,1.16,1
1/6/2025 21:00,1.18,1.73,2.07,59.3,232.8,5,30.2,0.84,0
1/6/2025 21:15,1.75,1.71,1.96,67.1,230.5,5.66,28.6,1.5,1
1/6/2025 21:30,1.87,0.72,4.13,63.5,233.1,11.62,28.9,-1.53,1
1/6/2025 21:45,2.35,0.88,2.97,74.5,229.1,9.75,34.5,0.26,0
1/6/2025 22:00,1.64,0.71,1.26,78.4,232.4,5,36.5,1.09,1
1/6/2025 22:15,2.01,0.93,5.39,76.9,225.6,17.29,39,-2.45,1
1/6/2025 22:30,3.76,1.38,3.44,69.4,227.3,11.11,28,1.7,1
1/6/2025 22:45,1.35,0.75,4.44,95,234.2,10.39,29.8,-2.34,1
1/6/2025 23:00,2.11,1.28,3.18,91,232,9.24,33.4,0.21,0
1/6/2025 23:15,1.81,0,3.41,83.5,224.7,9.81,32.4,-1.6,1
1/6/2025 23:30,2.68,1.42,2.79,82.9,231,10.48,33.4,1.31,1
1/6/2025 23:45,2.39,1.84,2.65,85.7,227.6,6.25,32.1,1.58,1
1/7/2025 0:00,0.58,0.97,3.37,53.2,233.3,9.59,26.3,-1.82,1
1/7/2025 0:15,2.77,2.85,4.33,58.6,230.5,13.18,37.8,1.29,1
1/7/2025 0:30,3.82,0.48,4.7,75.8,231.5,15.3,32.7,-0.41,0
1/7/2025 0:45,3.01,1.26,3.51,100,235.5,10.24,31.9,0.76,0
1/7/2025 1:00,3.58,1.72,4.54,66.7,226.3,15.05,24.1,0.76,0
1/7/2025 1:15,2.77,2.25,3.92,88.8,226.9,14.61,28.6,1.09,1
1/7/2025 1:30,1.84,0.95,4.84,74.9,229.4,13.73,30.8,-2.05,1
1/7/2025 1:45,3.11,0.75,3.3,74.9,234.4,10.85,29.2,0.56,0
1/7/2025 2:00,1.96,1.48,1.91,65.5,230.3,6.64,28.2,1.53,1
1/7/2025 2:15,2.85,1.76,1.13,74,232.3,5,38.7,3.48,1
1/7/2025 2:30,1.88,1.29,0.81,57.8,226.1,5,26.2,2.36,1
1/7/2025 2:45,2.3,1.55,2.62,78.9,227.7,8.27,25.5,1.23,1
1/7/2025 3:00,3.32,1.46,3.63,78.8,232.3,11.1,24.3,1.14,1
1/7/2025 3:15,3.09,1.15,4.62,82.1,231.5,14.61,31.6,-0.38,0
1/7/2025 3:30,2.65,1.22,3.87,62,230.6,11.72,31.3,0.01,0
1/7/2025 3:45,3.85,2.49,2.44,87.4,228.4,6.72,27.9,3.89,1
1/7/2025 4:00,4.24,0.82,2.34,87,230.6,8.68,37.9,2.72,1
1/7/2025 4:15,2.13,1.6,2.12,84.2,233.8,5.15,28.6,1.61,1
1/7/2025 4:30,0.7,2.39,0.5,82.9,237.7,5,29.8,2.59,1
1/7/2025 4:45,2.61,1.32,1.97,93.9,228.4,5.32,33.2,1.96,1
1/7/2025 5:00,3.25,1.65,4.52,69.2,233.3,13.55,36.9,0.37,0
1/7/2025 5:15,3.94,1.45,2.05,54.3,232.9,5,24.7,3.35,1
1/7/2025 5:30,3.38,2.16,5.86,64.3,230.3,16.82,37.2,-0.31,0
1/7/2025 5:45,2.18,1.73,5.27,66.3,229.9,15.11,33.2,-1.36,1
1/7/2025 6:00,0.72,1.04,2.58,72.1,228.6,6.67,28.1,-0.82,0
1/7/2025 6:15,2.3,0.55,1.89,76.6,225.6,6.32,28.4,0.96,0
1/7/2025 6:30,1.51,0.96,3.49,82.2,227.2,10,36.5,-1.03,1
1/7/2025 6:45,2.1,2.46,4.34,61.7,235.8,12.37,35.3,0.21,0
1/7/2025 7:00,1.57,1.25,3.51,69.9,228.5,8.64,30.1,-0.7,0
1/7/2025 7:15,1.51,1.1,3.62,67.9,227.4,11.67,28.7,-1.01,1
1/7/2025 7:30,2.49,2.18,1.51,70.7,233.4,5.54,25.9,3.16,1
1/7/2025 7:45,4.07,2.15,4.11,72.8,230.2,12.45,27.3,2.11,1
1/7/2025 8:00,3.12,1.37,5.82,90.2,224.7,17.8,30.9,-1.33,1
1/7/2025 8:15,2.52,1.91,5.15,77,230.6,16.94,34.9,-0.72,0
1/7/2025 8:30,1.48,1.88,3.55,75.8,232.5,8.75,34.2,-0.19,0
1/7/2025 8:45,2.26,1.85,2.93,64.9,225.1,7.43,30.3,1.19,1
1/7/2025 9:00,3.21,1.44,5.2,69.4,232.3,14.28,31.9,-0.54,0
1/7/2025 9:15,2.66,0.43,2.87,65,232.3,6.63,35.4,0.23,0
1/7/2025 9:30,3.01,0.59,5.25,82.4,230.2,12.97,33.8,-1.66,1
1/7/2025 9:45,3.74,0.38,3.92,84.4,233.6,13.1,27.6,0.21,0
1/7/2025 10:00,2.45,2.53,2.57,78.7,232,7.17,32.5,2.41,1
1/7/2025 10:15,2.58,2.46,4.16,78.7,222.5,13.05,27.4,0.89,0
1/7/2025 10:30,3.09,0.58,4.93,89.9,230,13.69,32.1,-1.26,1
1/7/2025 10:45,4.71,1.75,3.64,79.5,229.1,10.31,31.8,2.82,1
1/7/2025 11:00,2.41,0.81,4.75,64.9,227.5,13.72,32.1,-1.54,1
1/7/2025 11:15,1.97,1.45,4.39,68.2,230.6,12.07,31.9,-0.98,0
